,EP,BP,SP,CFP,financial_leverage,debtequityratio,cashratio,currentratio,NI,GPM,ROE,ROA,asset_turnover,net_operating_cash_flow,Sales_G_q,Profit_G_q,RSI,BIAS,PSY,DIF,DEA,MACD,AR,ARBR,ATR14,VOL5,VOL60,Skewness20,Skewness60
000001.XSHE,0.0890004361021369,0.5970862192500597,0.3405878546371036,-0.22706630336058128,16.859601767322097,,,,0.261317,0.3195,0.149059,0.008841,0.033833,2.042103,0.356446,0.220472,67.84006669095393,5.67957050014128,65.0,0.8944672238682898,0.9086177469561563,-0.028301046175732925,148.679811,-73.118403,69.107143,2.49214,1.769185,1.113005,1.229291
000002.XSHE,0.09218034162034605,0.5510856387082552,0.903995660820828,0.010320215651226249,4.5268889344242,0.3487769767622996,0.10817,1.302974,0.127292,0.295395,0.167267,0.035277,0.277137,-23.598364,0.113577,0.022633,54.395532826156575,0.08297033810413706,50.0,0.30263500164895696,0.34566224581829624,-0.08605448833867857,103.072012,-12.103197,63.37,4.09606,3.00594,0.342397,0.313668
000009.XSHE,0.00799331119719019,0.10459485184139236,0.12443537448825952,-0.01516702688355515,2.690430563950773,0.6210718716336103,0.298401,1.707122,0.102822,0.321386,0.076422,0.030336,0.294805,-1.969649,0.12022,-0.059268,69.36870350663943,11.547456206150999,55.00000000000001,0.9128574099625251,0.7382696125233322,0.3491755948783857,134.617199,-94.612892,6.670714,5.8433,4.280592,0.813976,0.975063
000027.XSHE,0.05157962604771116,0.47047753469771814,0.31430726678400805,0.025997119519157275,1.868307982882644,0.16544007766112057,0.384437,0.834499,0.188314,0.266935,0.109634,0.05832,0.309697,2.850017,-0.045941,0.178851,61.12936326467708,0.11139992573338707,70.0,0.40345201397152675,0.48598009553096305,-0.1650561631188726,127.129212,-16.066811,6.450714,4.35686,3.680613,0.145067,-0.096517
000039.XSHE,0.04147020158664991,0.33263480025280245,1.0565240359218173,-0.009573427229507601,3.34986823969663,0.6671190441269169,0.07607,1.030506,0.046359,0.16089,0.124673,0.036026,0.7771,0.302328,0.246565,0.301967,59.53136611834022,1.1506096513824366,65.0,0.7401459990751533,0.8311013936886742,-0.18191078922704174,128.530753,-44.394292,31.644286,2.9148,2.537073,-0.117638,0.118403
000060.XSHE,0.011292213115679689,0.1805249666028812,0.5858917272088118,0.032168511530802954,2.0273880747236097,0.3671786167131697,0.399757,1.068708,0.022733,0.063548,0.062552,0.034051,1.49586,1.312557,0.01731,0.330401,70.36673382720355,12.186698759876514,65.0,1.3092842986888389,1.1212847003576338,0.3759991966624101,140.61086,-45.989599,26.824286,3.8781,3.23229,0.362776,0.708661
000061.XSHE,0.002725011710737827,0.14744478192916755,0.0495167168436064,-0.008735714922173515,2.334071308402566,0.3333622684210589,0.215931,0.451645,0.075507,0.452239,0.018482,0.008639,0.114927,-10.552378,-0.146754,-0.281639,64.2499269915325,9.30650603929484,65.0,1.4067171183824119,1.1948400189247035,0.42375419891541677,182.223916,4.504458,27.254286,2.1163,2.130742,0.15289,0.61816
000063.XSHE,0.02702965693959412,0.2393432421435581,0.7789982083041208,-0.002652666951563097,3.249804059869109,0.4146559576809774,0.270983,1.386329,0.035503,0.320523,0.087589,0.026335,0.741755,-4.318807,0.094815,0.591891,75.01683025319103,19.227454757439062,65.0,2.2147218962148365,1.6253081873455157,1.1788274177386415,143.554377,-147.535154,22.307143,5.32232,3.486795,0.511194,0.706177
000069.XSHE,0.061330503952750984,0.37972280235428135,0.3869370066553165,0.016420576953391833,2.8721394883456566,0.6732403655267312,0.293967,1.63877,0.183725,0.571453,0.161513,0.056914,0.309776,-2.978713,-0.026937,0.016988,59.04270072398292,0.10609748486548028,55.00000000000001,0.4446279981988912,0.5954791479414405,-0.30170229948509864,102.466055,-29.505449,18.072857,5.61082,3.232215,0.322587,2.107589
000100.XSHE,0.04219160049617322,0.30993336432666974,1.3633265167007498,0.0962871668464027,3.3098283826965003,0.6102036284113974,0.309582,1.144974,0.041423,0.179715,0.136129,0.039715,0.955963,1.042105,0.172392,0.286404,58.392165630891476,-0.43519796199977284,50.0,0.23077834416235277,0.30013547578745403,-0.13871426325020253,94.123607,-19.477285,0.772143,5.79252,5.651685,0.931221,1.003284
000156.XSHE,0.008260612408761536,0.044767767207610526,0.04751767657568616,0.0003676451665322311,2.3794462529391365,0.48436711477943944,0.256517,0.614315,0.173687,0.426862,0.184521,0.077173,0.444321,0.475414,0.258426,0.550721,54.32608663720513,-1.242790350725303,40.0,0.757205200948377,1.4672772978937278,-1.4201441938907018,68.149368,-24.67179,3.598571,5.48328,4.880707,0.241032,0.670778
000157.XSHE,-0.003055856472533198,0.666400106624017,0.4006731308598445,0.010745801615308899,2.4062288725282412,0.6698403697975982,0.487095,2.609798,-0.006838,0.266888,-0.004586,-0.001672,0.244483,9.717785,-0.360439,-1.044598,60.14994521451099,2.061569751317378,65.0,0.31238670735785323,0.3223390293711764,-0.01990464402664638,128.536146,-19.40881,24.172143,4.40786,3.254283,-0.267264,0.956645
000166.XSHE,0.01954319730616568,0.1524645900989495,0.044875448193538836,0.24699896260435703,6.426004437530333,,,,,,0.234304,0.035833,,13.122888,,,,-0.5321154732475906,65.0,,,,141.68798,-6.343517,0.73,4.61142,6.713263,0.760004,0.24093
000333.XSHE,0.07253683057572483,0.27550486266082597,0.9389671361502347,-0.08659808098652534,2.7507980407953365,0.02862947903145415,0.103603,1.199369,0.084976,0.258827,0.263291,0.091558,1.072979,0.747641,,,,7.39478015518457,60.0,0.9540499160987714,0.723105186880892,0.4618894584357589,110.026576,-136.722526,4.250714,2.22644,1.482452,0.905543,0.637349
000338.XSHE,0.07253735673872044,0.5014290728576443,1.2784454103809768,0.052116177382621344,2.8986212742447783,0.7774049717337509,0.365646,1.386331,0.066908,0.218793,0.14466,0.047122,0.704284,-3.878222,0.303358,0.312063,52.32779298030614,-3.9117026456743984,50.0,0.23610912669010808,0.3408735576094331,-0.20952886183865005,129.654036,-20.04471,6.214286,4.71054,3.43342,0.408085,0.456559
