,EP,BP,SP,CFP,financial_leverage,debtequityratio,cashratio,currentratio,NI,GPM,ROE,ROA,asset_turnover,net_operating_cash_flow,Sales_G_q,Profit_G_q,RSI,BIAS,PSY,DIF,DEA,MACD,AR,ARBR,ATR14,VOL5,VOL60,Skewness20,Skewness60
000001.XSHE,0.11152001784320285,0.997207818109294,0.5133206714234383,-0.05716833788774425,12.480324437198155,,,,0.217247,,0.091717,0.007349,0.033828,-0.851454,0.08316,0.322297,36.35008611902666,-4.863398566169348,40.0,-0.3851628677287202,-0.2592555195950361,-0.2518146962673682,88.409083,0.012383,36.689286,0.60546,0.519423,-0.27342,0.2785
000002.XSHE,0.1669058984544514,0.9908838684106221,1.9550342130987295,-0.12399871041341169,5.247381325488873,0.5729258564902032,0.102281,1.186482,0.119862,0.24553,0.168443,0.027361,0.228274,-0.985823,0.165085,-0.049138,46.02948605266914,-3.0220636134477585,45.0,-0.0061589465394789045,0.059095632533170926,-0.13050915814529968,142.033411,-4.500202,83.077857,0.823,1.048857,0.764486,0.754707
000063.XSHE,0.04670954602992214,0.31318509238960224,0.701508242721852,0.014257647089016194,3.353610120150465,0.7116869128016923,0.516944,1.559662,0.069255,0.351902,0.149142,0.04359,0.629412,2.334868,0.104557,0.844362,53.97934107785504,2.1641074074677182,60.0,0.29293278973164405,0.08323104138621798,0.41940349669085214,165.205365,7.03319,13.48,0.93758,1.030187,-0.010925,-0.170363
000066.XSHE,0.02867909809972296,0.2198817036434398,0.4531653600398785,-0.02124093808478958,3.1629437375284444,0.7715136212605056,0.213482,1.448521,0.067213,0.210422,0.130429,0.039336,0.585241,-2.681696,0.690656,0.517523,57.72035880602451,3.2636225486648858,55.00000000000001,0.032287371277057275,-0.019703535703645747,0.10398181396140604,101.395709,-21.296488,2.853571,1.42786,1.147213,0.568375,0.485385
000069.XSHE,0.18802647412755719,1.3453518094981838,1.69548999660902,0.11624122378760403,4.0974385034650505,1.0545168883824583,0.206053,1.617111,0.160896,0.37323,0.134395,0.03274,0.203484,0.204608,0.54064,0.216092,64.67784772222738,8.606398636610107,55.00000000000001,0.2628249719643918,0.08822295384158496,0.3492040362456137,140.434075,-16.00111,9.755714,0.77628,0.67318,0.629427,0.422267
000100.XSHE,0.13243629814059438,0.45343248390314683,1.721763085399449,0.09894132779261897,2.8309087034665885,1.0488135848107067,0.260493,1.100875,0.108473,0.206416,0.290375,0.052939,0.487565,4.341512,1.296874,6.2431,46.11723327519178,-0.9717723276260868,50.0,-0.04666180455964941,-0.031384126798968015,-0.030555355521362793,116.296296,19.442364,0.293571,0.8033,1.200712,2.114581,0.849879
000157.XSHE,0.11804702993672679,0.9052231375033946,1.1940298507462686,0.14916245282737428,2.278401020169998,0.3113461044224927,0.284615,1.781211,0.100059,0.255379,0.13041,0.056547,0.56513,0.560626,0.308042,0.134778,44.281609055940805,-2.906520031421846,30.0,-0.04922635125896324,-0.02604646746085395,-0.046359767596218585,145.66992,23.836734,8.429286,0.50228,0.871785,1.316162,0.628911
000166.XSHE,0.06744361713607425,0.7274314395868189,0.2560032768419436,0.23383608090728397,5.688615434642073,,,,0.266368,,0.087728,0.015328,0.057543,-3.069839,0.106912,0.149526,45.903839852569405,-0.9860729897326374,45.0,-0.05435470046594393,-0.05135213621028153,-0.0060051285113248,144.055944,1.694833,0.102857,0.20916,0.513995,-0.438407,-0.02798
000301.XSHE,0.016161511683156795,0.19630938358853556,0.3444475062000551,0.06905362013603562,4.340633942890233,2.2168739832451028,0.582309,1.001244,0.046568,0.09901,0.077202,0.01465,0.314592,-2.632512,0.477777,1.275667,35.562477765432014,-16.081081081081084,45.0,-1.546835880861348,-0.7974728267993043,-1.4987261081240875,93.151751,-1.057952,2.693571,4.05774,2.923227,-0.918227,0.26765
000333.XSHE,0.0555873638804427,0.22989562738516714,0.6418073294397022,-0.0021354877272452572,2.933107808000825,0.4621142490980977,0.159554,1.373012,0.087656,0.23956,0.241794,0.077074,0.873699,0.91406,0.199752,0.15509,57.9428768967265,3.689138725253099,55.00000000000001,1.2592716639029433,0.547509553217732,1.4235242213704227,160.791464,28.068793,8.333571,0.42152,0.402935,-0.073914,0.800475
000338.XSHE,0.06406478230786972,0.4492968504290785,1.3869625520110958,0.12815255279885174,2.8762281462816395,0.593278333980231,0.408169,1.321155,0.058947,0.191077,0.142586,0.043512,0.738161,-2.372382,0.110235,0.131633,55.860368847774936,0.5661411091495707,45.0,0.613707901170466,0.5900364044422088,0.04734299345651438,181.114575,47.435753,14.254286,2.9799,2.327698,1.262613,0.610361
000425.XSHE,0.12581939883491236,0.7566013467503971,1.970831690973591,0.002937448502855934,2.753816281689172,0.1728729844900593,0.262718,1.346771,0.064432,0.156056,0.157463,0.056613,0.878646,0.623289,0.375637,0.950212,44.603988733723774,-1.7461322717814292,35.0,-0.038255552379885316,-0.025333694783692656,-0.02584371519238532,121.892085,24.534791,2.817857,0.49716,0.77432,1.511173,-0.218897
000538.XSHE,0.02766718588752182,0.28264556246466926,0.27694693696687717,0.07361601884570082,1.3689933470451185,0.02624270715954433,1.32674,3.557646,0.099921,0.267748,0.097887,0.071113,0.71169,5.114187,0.163528,-0.239518,58.41935767757344,3.14759148386457,55.00000000000001,1.6959098536762411,0.9875675209305674,1.4166846654913474,239.612587,16.282296,61.727857,1.5321,0.82419,1.56991,1.538455
000568.XSHE,0.020077216976491587,0.07086017162333567,0.051535234639923315,0.0031524817597405382,1.4111464174256088,0.15592650365426522,1.447332,3.242883,0.389177,0.851215,0.283335,0.199607,0.512894,0.594293,0.202314,0.328121,55.80362385528789,0.09982815757757794,55.00000000000001,6.657798698696865,8.446717728790137,-3.5778380601865436,131.183961,-15.312796,350.77,0.74768,0.848132,-0.73081,0.119916
000596.XSHE,0.017722546446363598,0.1256944619020086,0.09555753041118405,0.014169383645980782,1.4722596832350139,0.028881583770694812,1.055456,2.735186,0.190167,0.754029,0.140997,0.094139,0.495032,6.25068,0.198513,0.227692,46.30477635463816,-5.6379762748051885,40.0,0.36264678682169915,5.189880543921303,-9.654467514199208,110.421589,15.460766,43.245714,0.82974,0.606398,-0.001903,1.323624
000625.XSHE,0.024472255803595463,0.4796853264258646,0.9330969487729774,0.25613441934327136,2.371185883372129,0.10378664915623176,0.743281,1.245663,0.026605,0.170817,0.051018,0.021769,0.818222,3.940245,0.327123,-0.180062,32.36918441771159,-8.922773416629003,40.0,-0.8204367516858291,-0.6247866856163966,-0.39130013213886494,76.361673,22.897655,4.827143,1.03672,1.9865,-1.534851,-0.493414
000651.XSHE,0.11013579743824134,0.42137198719029156,0.8336112037345782,-0.0020990790500575777,3.0426222570389143,0.1290004267085721,0.138872,1.180415,0.132419,0.265405,0.261369,0.084509,0.630737,2.025394,0.067696,0.474076,51.93501598287496,1.6530463766644738,50.0,0.18370104635405227,-0.13631592317637098,0.6400339390608465,143.155302,23.937904,137.568571,1.41898,0.99631,1.488691,0.478486
000661.XSHE,0.035812257819606494,0.12942303212279657,0.0948316737790422,0.01014392196483711,1.2970434265115653,0.1017600915030105,1.588748,4.244915,0.395488,0.868888,0.276708,0.188086,0.475578,0.34863,0.250647,0.352403,43.45359180390895,-5.978181818181836,40.0,-3.2003063579121545,1.6641942042508746,-9.729001124326057,92.752773,4.384771,67.452143,1.19262,1.579258,0.786785,0.509442
000703.XSHE,0.07956842088511912,0.6648936170212766,3.127932436659368,0.010367152713343044,3.1468098895659664,0.6115661093123682,0.151955,0.741695,0.030481,0.053128,0.117496,0.035115,1.152059,0.693162,0.54692,-0.258615,45.99438329312691,0.4629173643258034,40.0,-0.05840818428069561,-0.1070565852697034,0.09729680197801557,153.057199,53.523762,1.133571,0.41034,0.464437,0.522823,-0.540093
000708.XSHE,0.07486486891161453,0.29933846199898223,0.9013068949977467,0.007963368504877564,2.833885595974013,0.48282509233572174,0.152762,0.897933,0.08245,0.17127,0.250144,0.08804,1.067804,0.603902,0.329423,0.391029,46.07944543414201,-0.9493308932860394,30.0,-0.44131984391728807,-0.34605515547689325,-0.19052937688078964,97.647059,6.107905,2.353571,0.81676,0.618452,0.766676,0.766226
000725.XSHE,0.11627636566591476,0.6417249566835654,1.0504201680672267,0.13133356097817236,2.1444119893476383,0.6580133089906075,0.784576,1.588248,0.144788,0.313782,0.162497,0.06289,0.434358,1.655252,0.493218,39.573649,52.27285388802816,1.1782509998919035,45.0,-0.0072095108146568165,-0.012270787006820577,0.010122552384327521,129.864253,9.950833,0.370714,0.9934,1.277925,2.122369,1.484226
000768.XSHE,0.007705484070067507,0.15547747131440653,0.33588606744592236,-0.013902289150931594,4.302971141110095,0.25788164410193104,0.153816,1.103351,0.027976,0.079851,0.059202,0.013755,0.491666,-1.210542,-0.124616,0.356992,53.72267736911315,0.35562373614112747,55.00000000000001,-0.1258099331424134,0.39258656465271136,-1.0367929955902495,150.719229,38.776281,10.292857,0.95486,1.319828,-0.847651,-0.409075
