,EP,BP,SP,CFP,financial_leverage,debtequityratio,cashratio,currentratio,NI,GPM,ROE,ROA,asset_turnover,net_operating_cash_flow,Sales_G_q,Profit_G_q,RSI,BIAS,PSY,DIF,DEA,MACD,AR,ARBR,ATR14,VOL5,VOL60,Skewness20,Skewness60
000001.XSHE,0.09550095023445483,0.501002004008016,0.26746549695089333,0.3170376006594382,21.001152403074464,,,,0.357063,0.4401,0.190618,0.009077,0.02542,8.003917,0.152795,5.556996,54.766305750559304,3.6717062634989075,45.0,0.1298025795483273,0.08038895616068682,0.09882724677528096,155.940701,-22.047281,28.004286,1.30668,0.935143,0.76755,1.383075
000002.XSHE,0.05292041299090298,0.3774439495734883,0.3911444887741532,0.029057350492667375,3.809236770046487,0.606191773268038,0.149418,1.652441,0.157863,0.338604,0.140209,0.035042,0.221979,18.078261,-0.130769,0.160362,66.12267718549907,10.323518720465295,55.00000000000001,0.26094267561176476,0.1756620916184056,0.17056116798671833,205.339002,68.234258,49.99,1.74526,1.145762,0.244639,0.582383
000009.XSHE,0.020121655529330332,0.15397170000153973,0.21664247492363353,0.061875827589194,2.8228753235959574,0.8743392817684459,-0.151494,2.147245,0.137792,0.400635,0.130685,0.047815,0.347006,-4.067039,-0.085582,0.227361,58.958827956627424,7.191054559475616,65.0,0.23234256009947085,0.1581317926800244,0.14842153483889292,117.565532,-2.855714,3.120714,3.77398,2.653198,-0.495851,0.205343
000012.XSHE,0.033068783068783074,0.15214679122417307,0.18399941120188415,0.004464259805635057,1.8340470310420167,0.1600437983736302,0.035589,0.417835,0.198231,0.35647,0.217347,0.124209,0.626588,1.512244,0.585932,1.767415,63.95139194424168,13.13912728151819,55.00000000000001,0.39137961083868866,0.32075137556495653,0.14125647054746426,130.313906,-7.385121,17.312857,8.18948,4.880502,0.184481,0.554213
000021.XSHE,0.02006879583211248,0.2165674066053059,1.1764705882352942,0.01492586323730033,1.518543826019701,0.004564877387429691,0.06386,1.954442,0.017779,0.026672,0.092667,0.0586,3.29596,1.657622,0.784142,0.375609,49.508296673673264,-3.2154598668911856,45.0,-0.0769839554670586,0.11971769936471384,-0.39340330966354486,78.154152,12.249401,8.512143,2.14138,2.163273,0.744168,0.550244
000024.XSHE,0.06518437400186428,0.5432420686657975,0.44593088071348935,0.027663894744413275,2.6530542289269756,0.5341097131207593,0.022408,2.134825,0.180012,0.395993,0.119988,0.047784,0.265447,-0.635845,1.077048,0.569765,57.039351805771574,5.924129568681804,55.00000000000001,0.2762349174438601,0.13111739909930772,0.2902350366891047,153.188375,40.246578,5.687143,3.64422,3.402362,0.344765,0.309231
000027.XSHE,0.06291761567403642,0.5411548243952594,0.5137162231583273,0.02827438595102311,1.8222287323553454,0.38988603436376584,-0.042512,1.123455,0.146382,0.219528,0.116267,0.063764,0.435599,1.681124,0.308135,-0.086019,57.285259332090824,3.3473335878833916,60.0,0.12053229137975263,0.10095797738146167,0.03914862799658192,116.81439,-29.105184,3.719286,2.36646,1.90581,0.705356,0.283468
000031.XSHE,0.029266294009189613,0.39067078173223424,0.16216917488323818,-0.05412046132281232,2.6774074215362593,0.6242049795309695,-0.02206,1.877633,0.173312,0.359496,0.074914,0.024435,0.140989,-19.128916,1.129267,1.057447,50.42952804447809,1.7411052233156734,55.00000000000001,0.0243228767019934,-0.027565167570083805,0.1037760885441544,133.54,35.926191,5.552857,1.24316,0.804647,-0.035847,0.329265
000039.XSHE,0.0554157846320946,0.3460207612456747,0.9891196834817014,0.04382063338343493,3.0868751843259363,0.26769048309234067,0.025416,1.142008,0.06235,0.162355,0.160149,0.047502,0.761859,-0.76784,1.474373,2.797847,60.71323374449238,6.149567367119911,65.0,0.4479883488267511,0.3541834893462483,0.18760971896100553,155.129702,-2.860986,16.998571,1.62628,1.189922,0.069579,0.256475
000046.XSHE,0.014911952377188889,0.3165859372526672,0.10275274606713863,-0.029049331574880464,2.3757344702870156,0.9879789953699425,-0.182035,6.07187,0.142734,0.454515,0.047103,0.016382,0.114775,-5.620211,0.578169,0.742624,66.41385239728304,13.587164141092591,65.0,0.1742144842999993,0.0695440379940165,0.20934089261196562,212.057287,59.686024,8.039286,3.1443,2.359733,-0.115239,0.296553
