,EP,BP,SP,CFP,financial_leverage,debtequityratio,cashratio,currentratio,NI,GPM,ROE,ROA,asset_turnover,net_operating_cash_flow,Sales_G_q,Profit_G_q,RSI,BIAS,PSY,DIF,DEA,MACD,AR,ARBR,ATR14,VOL5,VOL60,Skewness20,Skewness60
000001.XSHE,0.11888344666888583,1.0649627263045793,0.5541701302299806,-0.05981827208939242,12.480324437198155,,,,0.217247,,0.091717,0.007349,0.033828,-0.851454,0.08316,0.322297,40.16370004735039,-3.6719452320033112,40.0,-0.30063645040527653,-0.23328868141134754,-0.134695537987858,85.217809,4.340524,45.122857,0.46956,0.592203,0.622677,0.376844
000002.XSHE,0.17177408272639824,1.0197838058331634,2.0120724346076457,-0.1276161306789178,5.247381325488873,0.5729258564902032,0.102281,1.186482,0.119862,0.24553,0.168443,0.027361,0.228274,-0.985823,0.165085,-0.049138,43.17098495415374,-4.658071901659907,35.0,-0.25259736162368895,-0.03745173437314155,-0.4302912545010948,101.303597,9.193636,110.627857,0.9098,1.066003,0.163899,0.144783
000063.XSHE,0.05382189259303115,0.3608805485384337,0.8083420903726456,0.016428589030631102,3.353610120150465,0.7116869128016923,0.516944,1.559662,0.069255,0.351902,0.149142,0.04359,0.629412,2.334868,0.104557,0.844362,40.18439991271542,-2.567340067340065,45.0,-0.987465865093462,-0.9151920052595078,-0.14454771966790836,65.313686,2.865244,12.425,0.93072,1.018062,0.249696,0.181037
000066.XSHE,0.027857946757892157,0.21358850039513874,0.44017959327405587,-0.02063272308616019,3.1629437375284444,0.7715136212605056,0.213482,1.448521,0.067213,0.210422,0.130429,0.039336,0.585241,-2.681696,0.690656,0.517523,45.22859851781232,-0.3698392331496812,55.00000000000001,-0.27246483039330016,-0.31364757171609675,0.08236548264559318,71.948342,-15.782135,4.458571,1.32296,1.537858,-0.935602,-0.434575
000069.XSHE,0.1918391620465402,1.3726835964310227,1.7298045320878743,0.11860004506801713,4.0974385034650505,1.0545168883824583,0.206053,1.617111,0.160896,0.37323,0.134395,0.03274,0.203484,0.204608,0.54064,0.216092,41.6943984182802,-7.509719664415802,25.0,-0.16744016343287527,0.027563671200771328,-0.3900076692672932,131.574216,32.216088,15.385,0.71132,0.95889,1.412527,0.796938
000100.XSHE,0.14696804914611564,0.5031699708161417,1.9105846388995034,0.10979599903379522,2.8309087034665885,1.0488135848107067,0.260493,1.100875,0.108473,0.206416,0.290375,0.052939,0.487565,4.341512,1.296874,6.2431,39.68620689369472,-2.2329511164755536,50.0,-0.1263362124972387,-0.12425087366337947,-0.004170677667718448,78.136201,19.350258,0.393571,0.9402,1.005408,-0.560452,0.17996
000157.XSHE,0.12022554311889104,0.9219138932423712,1.2161011796181442,0.15191565642755142,2.278401020169998,0.3113461044224927,0.284615,1.781211,0.100059,0.255379,0.13041,0.056547,0.56513,0.560626,0.308042,0.134778,43.646724966330304,-2.661836509686559,50.0,-0.05339504154560881,-0.001976611975148595,-0.10283685914092043,79.549373,3.808164,10.967857,0.64068,0.865765,-0.172478,0.497019
000166.XSHE,0.07539544913069046,0.813206473123526,0.2861885410108179,0.26140373807345446,5.688615434642073,,,,0.266368,,0.087728,0.015328,0.057543,-3.069839,0.106912,0.149526,35.28926575202584,-3.296703296703285,45.0,-0.12246672032706485,-0.10696938425369756,-0.03099467214673457,76.719577,10.550422,0.114286,0.22348,0.297775,-0.665548,-1.03783
000301.XSHE,0.013347463848394168,0.1621271076523995,0.28447074218416635,0.05702977524565576,4.340633942890233,2.2168739832451028,0.582309,1.001244,0.046568,0.09901,0.077202,0.01465,0.314592,-2.632512,0.477777,1.275667,46.56814375007443,3.09219534459152,45.0,-0.30082358611518956,-0.82981052851914,1.0579738848079008,110.184332,9.788901,1.59,1.642,2.259697,0.217489,-0.296778
000333.XSHE,0.061481331193783004,0.25427176566314075,0.7098239636570131,-0.002361910880378662,2.933107808000825,0.4621142490980977,0.159554,1.373012,0.087656,0.23956,0.241794,0.077074,0.873699,0.91406,0.199752,0.15509,39.543804962821184,-6.95051676991768,35.0,-1.5473909440374882,-0.3103653490719508,-2.4740511899310746,96.682291,26.907351,10.063571,0.49374,0.412402,0.222069,0.232845
000338.XSHE,0.07560121869164531,0.5302226935312832,1.6366612111292962,0.15123102050692638,2.8762281462816395,0.593278333980231,0.408169,1.321155,0.058947,0.191077,0.142586,0.043512,0.738161,-2.372382,0.110235,0.131633,40.73861549240594,-1.7712229200479939,55.00000000000001,-0.4911860592800714,-0.5054552150586591,0.028538311557175344,70.730416,14.485967,7.142857,1.2238,2.243695,-0.321237,1.23441
000425.XSHE,0.1362862010221465,0.8195377806916899,2.134927412467976,0.0031817930167279585,2.753816281689172,0.1728729844900593,0.262718,1.346771,0.064432,0.156056,0.157463,0.056613,0.878646,0.623289,0.375637,0.950212,37.619023386933364,-2.921953094963478,45.0,-0.12338190526306292,-0.0971119307869456,-0.05253994895223463,64.066129,0.98043,4.352143,0.67072,0.759772,-0.412162,0.019665
000538.XSHE,0.03208161563016314,0.32773990561090716,0.32114069173705,0.08536210605388056,1.3689933470451185,0.02624270715954433,1.32674,3.557646,0.099921,0.267748,0.097887,0.071113,0.71169,5.114187,0.163528,-0.239518,43.54303603493573,-1.4424492198998908,40.0,-1.321192071535748,-0.9720065597811777,-0.6983710235091405,65.743715,11.411325,36.077143,0.53754,0.97144,0.276675,0.790903
000568.XSHE,0.023422110941170686,0.08266580694227448,0.06012108386289988,0.003677694232823789,1.4111464174256088,0.15592650365426522,1.447332,3.242883,0.389177,0.851215,0.283335,0.199607,0.512894,0.594293,0.202314,0.328121,42.087101703926564,-2.6184048047394137,45.0,-4.9215160376309655,-5.141159475694478,0.43928687612702433,78.642871,-3.166415,250.669286,0.434,0.660035,-0.529937,-0.073911
000596.XSHE,0.019566982673436845,0.1387751703465216,0.10550303848750843,0.015644041732045724,1.4722596832350139,0.028881583770694812,1.055456,2.735186,0.190167,0.754029,0.140997,0.094139,0.495032,6.25068,0.198513,0.227692,44.52270609343929,-2.7035094551704266,50.0,-2.181308025973493,-3.00020010388703,1.6377841558270738,109.465094,6.79207,33.992143,0.4197,0.680572,0.739454,0.559892
000625.XSHE,0.028727459716919614,0.5630947688495974,1.095290251916758,0.3006704952043056,2.371185883372129,0.10378664915623176,0.743281,1.245663,0.026605,0.170817,0.051018,0.021769,0.818222,3.940245,0.327123,-0.180062,40.43747108931161,0.5093735230793537,55.00000000000001,-0.40783830653721864,-0.5909059724089808,0.3661353317435243,90.090246,4.351735,4.137857,1.35026,1.30696,-0.017346,-0.656083
