,EP,BP,SP,CFP,financial_leverage,debtequityratio,cashratio,currentratio,NI,GPM,ROE,ROA,asset_turnover,net_operating_cash_flow,Sales_G_q,Profit_G_q,RSI,BIAS,PSY,DIF,DEA,MACD,AR,ARBR,ATR14,VOL5,VOL60,Skewness20,Skewness60
000001.XSHE,0.11350866638667861,1.0991426687183996,0.5554012774229381,0.06947387434955085,12.585571740318164,,,,0.204374,,0.090085,0.007158,0.035023,-27.220156,0.181997,0.136071,38.824523066226256,-5.704655032640695,35.0,-0.7166342329582847,-0.6333410958914413,-0.16658627413368676,104.922205,49.311921,68.690714,0.4164,0.587622,0.11784,-0.878466
000002.XSHE,0.13408780069189305,0.6487187804086928,1.2690355329949239,-0.054948376000747305,6.3934330177737415,0.6901495360888288,0.134469,1.130738,0.149857,0.362451,0.206702,0.031869,0.212664,2.13037,0.235873,0.118917,40.54963639833888,-8.085216714921563,35.0,-1.24625217889308,-0.792556907277752,-0.9073905432306562,111.456447,46.192404,173.800714,0.89874,0.900555,0.569394,-0.142325
000063.XSHE,0.026079223465042104,0.14603656755651614,0.4596644449551827,0.03734506466297946,3.720320028050578,0.44467482971230293,0.30464,1.187525,0.063664,0.371716,0.178579,0.040911,0.642601,4.452162,0.061083,-1.831254,47.300173027223835,-8.519179811443077,40.0,-1.095655219619104,0.5437627980803825,-3.278836035398973,93.837652,30.073962,50.324286,3.57908,4.093815,-0.13397,0.023868
000069.XSHE,0.21933191498694973,1.189202045427518,1.0197838058331634,0.0206380884176984,4.327376168815383,1.236521383417208,0.242984,1.662178,0.238278,0.613588,0.184432,0.034953,0.14669,1.51969,0.124782,0.29029,48.134483272347076,0.44236273744470606,40.0,-0.13113289344905432,-0.1914357278754424,0.12060566885277618,123.74519,19.011601,12.171429,0.7098,0.747005,0.845927,-0.380732
000100.XSHE,0.04673945557882142,0.5376344086021505,1.3404825737265416,-0.14399055421964319,2.5804127841335873,0.9064041718488121,0.333034,1.118393,0.048719,0.114715,0.086934,0.022189,0.454567,95.976749,-0.338982,-0.100232,37.29082565197577,-19.37492922658815,40.0,-0.4171124598555007,-0.1624021963653793,-0.5094205269802428,59.177044,27.69225,1.041429,4.39858,4.77158,-0.191656,-0.084773
000157.XSHE,0.09757906343614914,0.8675284115554784,0.9667440061871616,-0.08216859352018471,2.328880513209407,0.4540849275487194,0.111908,1.826947,0.098716,0.300013,0.112483,0.046434,0.470385,1.409642,0.50915,1.184937,47.80356269280955,0.051679586563315574,50.0,-0.15025656681693977,-0.16469562599103088,0.028878118348182213,115.215608,44.700241,18.256429,0.84222,0.771202,-0.685434,-0.726362
000166.XSHE,0.051938878327983634,0.7535227187099691,0.22271218903810605,0.0931124705531812,4.5801110558362215,,,,0.235971,,0.06893,0.014936,0.063297,14.435437,0.609788,0.366197,41.6813810847881,-4.481825667568525,50.0,-0.11933579122656734,-0.08517234844422501,-0.06832688556468466,116.600791,47.464988,0.209286,0.16764,0.333863,0.315373,-0.945827
000333.XSHE,0.06988462049156842,0.29034318564543293,0.8162598971512529,0.043057235983793254,2.7336518460140486,0.49368348245283605,0.187381,1.546203,0.090229,0.289906,0.240699,0.087351,0.963325,1.305682,0.058979,0.15372,39.610768613231436,-6.330048692682255,40.0,-1.9508138657630525,-1.571526432265233,-0.7585748669956391,113.486645,40.974063,9.431429,0.43326,0.493232,0.270463,-0.539493
000338.XSHE,0.09595363520346968,0.4765989896101421,1.8375597206909224,0.08331458755113433,3.3942329845803125,0.8768243233413626,0.41689,1.191811,0.068289,0.217983,0.20133,0.050276,0.736223,9.683807,0.094848,0.024194,38.648058818917534,-10.264659203019763,30.0,-0.6470292253719219,-0.44133912450357693,-0.4113802017366899,116.923293,64.945558,12.977143,1.83132,1.938135,0.177732,-0.274986
000413.XSHE,0.11537219068715676,1.9361084220716362,1.3678019422787582,-0.2738150653048931,2.1131760063284224,0.3242095971298212,0.538306,1.644932,0.089263,0.188165,0.059591,0.028975,0.324602,-1.607247,-0.120344,-0.036378,40.142320008903006,-10.848708487084876,45.0,-0.15067891784151488,-0.0665215543991473,-0.16831472688473517,90.200803,36.234613,0.762857,1.6765,4.107792,-0.197275,0.39846
000415.XSHE,0.10732147073343493,2.1431633090441493,2.1290185224611453,-0.11135981469726834,4.852803371565157,3.3500049922201205,0.30135,0.922524,0.087764,0.387667,0.050081,0.01239,0.141177,20.560696,0.027906,-0.032192,36.39592764557255,-8.74882408278457,35.0,-0.18862910309461167,-0.1330120497145611,-0.11123410676010115,91.103003,33.887579,2.432143,0.42402,0.765678,0.301813,-0.457445
000423.XSHE,-0.026369360912168932,0.5925223677193814,0.17574692442882248,-0.012697026102546262,1.1626859337777358,0.005638541678569543,1.008392,5.205656,-0.150538,0.476514,-0.044503,-0.038218,0.253879,0.057951,-0.596825,-1.213449,32.792651561288984,-9.258316028680024,35.0,-1.994572777471241,-1.7646028375579432,-0.45993987982659545,66.148519,24.586756,11.390714,0.95768,0.963772,0.445748,-0.860439
000425.XSHE,0.0899353364930615,0.7040270346381301,1.354279523293608,0.09698662554433743,2.110541144186524,0.14399107924309276,0.358408,1.660934,0.066784,0.174211,0.109376,0.051764,0.775088,0.35429,0.285875,1.03499,48.770843559911036,-2.2136256178809504,40.0,-0.051832864172957294,-0.024027732112242576,-0.055610264121429435,106.125539,23.616824,9.523571,1.04712,1.721422,0.381435,-0.274784
000538.XSHE,0.03828381322093206,0.3471619510501649,0.2714514509080051,0.061648480364959006,1.303364022069806,0.051012254612755714,1.208555,4.649332,0.140674,0.285636,0.110278,0.084036,0.597379,3.039388,0.110695,0.268503,52.34730283076442,4.0074517856764835,50.0,-0.24866527227069213,-1.187111038303053,1.8768915320647217,135.464935,16.771123,56.636429,1.92642,0.964705,0.243533,-0.830651
000568.XSHE,0.04199051854091346,0.17204005092385508,0.14154281670205238,0.018191707855725204,1.4251963216700996,0.13710943420147415,1.7899,3.055273,0.295294,0.805537,0.244072,0.168963,0.572187,1.567212,0.233624,0.343522,44.03751727160399,-4.251587722113183,45.0,-2.654512896591413,-2.486344986202763,-0.3363358207773004,137.637969,49.485268,123.05,0.70136,0.946553,0.238327,-0.408063
000596.XSHE,0.03791512320519286,0.1492916113043608,0.17604084147522225,0.01566902015349372,1.464929818271395,0.01977350439973722,0.760852,2.167734,0.220526,0.764649,0.253967,0.168346,0.763383,2.431888,0.207493,0.356058,43.981301187834596,-4.210835612413249,45.0,-6.3252809201015765,-5.18514840079621,-2.2802650386107324,148.133527,72.51014,21.07,0.76676,1.046682,0.247373,0.251472
000625.XSHE,-0.06187238202483558,0.8574123295892996,1.21153380179307,-0.10612782034682573,2.1381397557093313,0.1885196197881267,0.23321,1.07764,-0.050589,0.120952,-0.07216,-0.033507,0.662337,1.097205,-0.215097,-2.230758,51.2524981633261,-0.3976861894432597,60.0,-0.015971650790464587,0.03265219491155435,-0.09724769140403787,109.517889,26.407905,6.592857,1.02112,1.150283,-0.396007,-0.309889
000627.XSHE,0.0454919729413745,0.6950236308034473,1.6823687752355314,0.299356383774884,5.9655133514439695,4.795677126071703,1.083628,5.382219,0.050279,,0.065453,0.012553,0.249663,13.711465,0.586517,-0.100545,45.80188461437354,-0.5272407732864564,50.0,-0.10330518572200198,-0.1222484453723902,0.03788651930077644,111.041104,54.224696,5.470714,0.285,0.365433,0.09787,-1.261427
000629.XSHE,0.07442026612687166,0.4896440287910689,0.690035881865857,0.11271669785161974,1.3453547525327696,0.06777968986645158,1.396172,2.326868,0.110686,0.197651,0.15199,0.112329,1.014849,143.788287,-0.132094,-0.539536,36.435397982536415,-5.781584582441105,30.0,-0.11046774845100282,-0.10388952048962456,-0.013156455922756521,85.570891,44.57947,0.570714,0.55122,0.988738,-0.033833,0.068801
000630.XSHE,0.03539334392774095,0.8667013347200555,4.440497335701599,-0.034580657654947285,2.4491675143656377,0.23156555203534607,0.20204,1.019303,0.010695,0.044142,0.040856,0.020521,1.91872,2.127431,0.118703,0.005456,41.25712279443485,-3.5506094329623714,35.0,-0.04989330433770989,-0.040074502698470495,-0.019637603278478785,108.257638,52.138058,0.894286,0.32386,0.649927,0.135967,-2.190024
000651.XSHE,0.08662433624102354,0.32097576632964214,0.6580679126085812,0.02536468069671705,2.850848628357388,0.009343667816405906,,1.258002,0.132377,0.302329,0.26988,0.093736,0.700609,1.944906,0.098613,-0.03051,38.323995908733544,-6.326314894237438,25.0,-2.6564413893671386,-2.3653869714639844,-0.5821088358063085,92.689573,43.31931,406.499286,0.75916,0.815002,0.677902,-0.110205
